Date,Station,Total trips
1/1/2025,Airport,5800
1/1/2025,Arts Center,2053
1/1/2025,Ashby,492
1/1/2025,Avondale,836
1/1/2025,Bankhead,284
1/1/2025,Brookhaven,939
1/1/2025,Buckhead,976
1/1/2025,Chamblee,1312
1/1/2025,Civic Center,776
1/1/2025,College Park,3743
1/1/2025,Decatur,730
1/1/2025,Dome/GWCC,5738
1/1/2025,Doraville,2210
1/1/2025,Dunwoody,1129
1/1/2025,East Lake,518
1/1/2025,East Point,1586
1/1/2025,Edgewood/Candler Park,584
1/1/2025,Five Points,4417
1/1/2025,Garnett,682
1/1/2025,Georgia State,696
1/1/2025,H. E. Holmes,2207
1/1/2025,Indian Creek,1630
1/1/2025,Inman Park,1188
1/1/2025,Kensington,1521
1/1/2025,King Memorial,841
1/1/2025,Lakewood/Ft McPherson,429
1/1/2025,Lenox,1034
1/1/2025,Lindbergh Center,3252
1/1/2025,Medical Center,387
1/1/2025,Midtown,2545
1/1/2025,North Avenue,1708
1/1/2025,North Springs,2268
1/1/2025,Oakland City,769
1/1/2025,Peachtree Center,2566
1/1/2025,Sandy Springs,622
1/1/2025,Vine City,5067
1/1/2025,West End,1276
1/1/2025,West Lake,436
1/2/2025,Airport,7010
1/2/2025,Arts Center,4062
1/2/2025,Ashby,731
1/2/2025,Avondale,1479
1/2/2025,Bankhead,709
1/2/2025,Brookhaven,902
1/2/2025,Buckhead,1530
1/2/2025,Chamblee,1320
1/2/2025,Civic Center,1590
1/2/2025,College Park,5365
1/2/2025,Decatur,1571
1/2/2025,Dome/GWCC,1345
1/2/2025,Doraville,2956
1/2/2025,Dunwoody,1467
1/2/2025,East Lake,270
1/2/2025,East Point,2985
1/2/2025,Edgewood/Candler Park,631
1/2/2025,Five Points,6342
1/2/2025,Garnett,806
1/2/2025,Georgia State,1595
1/2/2025,H. E. Holmes,2479
1/2/2025,Indian Creek,1827
1/2/2025,Inman Park,1162
1/2/2025,Kensington,2464
1/2/2025,King Memorial,1321
1/2/2025,Lakewood/Ft McPherson,822
1/2/2025,Lenox,1468
1/2/2025,Lindbergh Center,5017
1/2/2025,Medical Center,742
1/2/2025,Midtown,2805
1/2/2025,North Avenue,3086
1/2/2025,North Springs,1773
1/2/2025,Oakland City,1079
1/2/2025,Peachtree Center,4776
1/2/2025,Sandy Springs,753
1/2/2025,Vine City,458
1/2/2025,West End,2240
1/2/2025,West Lake,434
1/3/2025,Airport,6506
1/3/2025,Arts Center,3981
1/3/2025,Ashby,863
1/3/2025,Avondale,1620
1/3/2025,Bankhead,796
1/3/2025,Brookhaven,1308
1/3/2025,Buckhead,1243
1/3/2025,Chamblee,1817
1/3/2025,Civic Center,1448
1/3/2025,College Park,5250
1/3/2025,Decatur,1645
1/3/2025,Dome/GWCC,1446
1/3/2025,Doraville,2999
1/3/2025,Dunwoody,1197
1/3/2025,East Lake,441
1/3/2025,East Point,2705
1/3/2025,Edgewood/Candler Park,713
1/3/2025,Five Points,6957
1/3/2025,Garnett,1272
1/3/2025,Georgia State,1775
1/3/2025,H. E. Holmes,2993
1/3/2025,Indian Creek,1807
1/3/2025,Inman Park,1141
1/3/2025,Kensington,2477
1/3/2025,King Memorial,1385
1/3/2025,Lakewood/Ft McPherson,811
1/3/2025,Lenox,1485
1/3/2025,Lindbergh Center,5026
1/3/2025,Medical Center,726
1/3/2025,Midtown,3002
1/3/2025,North Avenue,2927
1/3/2025,North Springs,1711
1/3/2025,Oakland City,1502
1/3/2025,Peachtree Center,3512
1/3/2025,Sandy Springs,697
1/3/2025,Vine City,310
1/3/2025,West End,2068
1/3/2025,West Lake,420
1/4/2025,Airport,6392
1/4/2025,Arts Center,2816
1/4/2025,Ashby,664
1/4/2025,Avondale,1116
1/4/2025,Bankhead,423
1/4/2025,Brookhaven,1110
1/4/2025,Buckhead,2330
1/4/2025,Chamblee,1446
1/4/2025,Civic Center,883
1/4/2025,College Park,3724
1/4/2025,Decatur,971
1/4/2025,Dome/GWCC,1181
1/4/2025,Doraville,2454
1/4/2025,Dunwoody,1136
1/4/2025,East Lake,354
1/4/2025,East Point,1999
1/4/2025,Edgewood/Candler Park,542
1/4/2025,Five Points,4713
1/4/2025,Garnett,834
1/4/2025,Georgia State,831
1/4/2025,H. E. Holmes,2134
1/4/2025,Indian Creek,1232
1/4/2025,Inman Park,905
1/4/2025,Kensington,1862
1/4/2025,King Memorial,927
1/4/2025,Lakewood/Ft McPherson,533
1/4/2025,Lenox,3504
1/4/2025,Lindbergh Center,4049
1/4/2025,Medical Center,325
1/4/2025,Midtown,2667
1/4/2025,North Avenue,2170
1/4/2025,North Springs,1352
1/4/2025,Oakland City,997
1/4/2025,Peachtree Center,2696
1/4/2025,Sandy Springs,488
1/4/2025,Vine City,260
1/4/2025,West End,1361
1/4/2025,West Lake,374
1/5/2025,Airport,6178
1/5/2025,Arts Center,2524
1/5/2025,Ashby,738
1/5/2025,Avondale,1601
1/5/2025,Bankhead,397
1/5/2025,Brookhaven,1303
1/5/2025,Buckhead,849
1/5/2025,Chamblee,1768
1/5/2025,Civic Center,740
1/5/2025,College Park,4692
1/5/2025,Decatur,1033
1/5/2025,Dome/GWCC,6297
1/5/2025,Doraville,3188
1/5/2025,Dunwoody,1891
1/5/2025,East Lake,1149
1/5/2025,East Point,2054
1/5/2025,Edgewood/Candler Park,1033
1/5/2025,Five Points,4514
1/5/2025,Garnett,822
1/5/2025,Georgia State,721
1/5/2025,H. E. Holmes,3828
1/5/2025,Indian Creek,3304
1/5/2025,Inman Park,2150
1/5/2025,Kensington,2490
1/5/2025,King Memorial,991
1/5/2025,Lakewood/Ft McPherson,861
1/5/2025,Lenox,1112
1/5/2025,Lindbergh Center,4118
1/5/2025,Medical Center,467
1/5/2025,Midtown,2158
1/5/2025,North Avenue,1857
1/5/2025,North Springs,3010
1/5/2025,Oakland City,947
1/5/2025,Peachtree Center,1963
1/5/2025,Sandy Springs,729
1/5/2025,Vine City,5639
1/5/2025,West End,1532
1/5/2025,West Lake,1014
1/6/2025,Airport,7336
1/6/2025,Arts Center,4168
1/6/2025,Ashby,1021
1/6/2025,Avondale,1704
1/6/2025,Bankhead,604
1/6/2025,Brookhaven,1414
1/6/2025,Buckhead,1379
1/6/2025,Chamblee,1810
1/6/2025,Civic Center,1574
1/6/2025,College Park,5665
1/6/2025,Decatur,1678
1/6/2025,Dome/GWCC,1113
1/6/2025,Doraville,3225
1/6/2025,Dunwoody,1526
1/6/2025,East Lake,634
1/6/2025,East Point,3134
1/6/2025,Edgewood/Candler Park,828
1/6/2025,Five Points,7257
1/6/2025,Garnett,1026
1/6/2025,Georgia State,2000
1/6/2025,H. E. Holmes,3176
1/6/2025,Indian Creek,2419
1/6/2025,Inman Park,1773
1/6/2025,Kensington,2450
1/6/2025,King Memorial,2409
1/6/2025,Lakewood/Ft McPherson,1139
1/6/2025,Lenox,1318
1/6/2025,Lindbergh Center,5399
1/6/2025,Medical Center,827
1/6/2025,Midtown,3173
1/6/2025,North Avenue,3291
1/6/2025,North Springs,2471
1/6/2025,Oakland City,1488
1/6/2025,Peachtree Center,3869
1/6/2025,Sandy Springs,809
1/6/2025,Vine City,384
1/6/2025,West End,2462
1/6/2025,West Lake,660
1/7/2025,Airport,6412
1/7/2025,Arts Center,4614
1/7/2025,Ashby,965
1/7/2025,Avondale,1557
1/7/2025,Bankhead,851
1/7/2025,Brookhaven,1581
1/7/2025,Buckhead,1750
1/7/2025,Chamblee,2083
1/7/2025,Civic Center,1838
1/7/2025,College Park,5426
1/7/2025,Decatur,1833
1/7/2025,Dome/GWCC,1530
1/7/2025,Doraville,3206
1/7/2025,Dunwoody,1511
1/7/2025,East Lake,495
1/7/2025,East Point,3185
1/7/2025,Edgewood/Candler Park,679
1/7/2025,Five Points,7430
1/7/2025,Garnett,1170
1/7/2025,Georgia State,1417
1/7/2025,H. E. Holmes,2899
1/7/2025,Indian Creek,2102
1/7/2025,Inman Park,1167
1/7/2025,Kensington,2293
1/7/2025,King Memorial,1115
1/7/2025,Lakewood/Ft McPherson,864
1/7/2025,Lenox,1287
1/7/2025,Lindbergh Center,5397
1/7/2025,Medical Center,867
1/7/2025,Midtown,3606
1/7/2025,North Avenue,3252
1/7/2025,North Springs,2270
1/7/2025,Oakland City,1857
1/7/2025,Peachtree Center,4358
1/7/2025,Sandy Springs,871
1/7/2025,Vine City,533
1/7/2025,West End,2573
1/7/2025,West Lake,377
1/8/2025,Airport,6089
1/8/2025,Arts Center,4537
1/8/2025,Ashby,891
1/8/2025,Avondale,1639
1/8/2025,Bankhead,775
1/8/2025,Brookhaven,1640
1/8/2025,Buckhead,1250
1/8/2025,Chamblee,2124
1/8/2025,Civic Center,1881
1/8/2025,College Park,5594
1/8/2025,Decatur,1688
1/8/2025,Dome/GWCC,1081
1/8/2025,Doraville,2898
1/8/2025,Dunwoody,1400
1/8/2025,East Lake,484
1/8/2025,East Point,3128
1/8/2025,Edgewood/Candler Park,700
1/8/2025,Five Points,7319
1/8/2025,Garnett,810
1/8/2025,Georgia State,1745
1/8/2025,H. E. Holmes,3086
1/8/2025,Indian Creek,2050
1/8/2025,Inman Park,1169
1/8/2025,Kensington,2363
1/8/2025,King Memorial,1107
1/8/2025,Lakewood/Ft McPherson,718
1/8/2025,Lenox,1241
1/8/2025,Lindbergh Center,5148
1/8/2025,Medical Center,759
1/8/2025,Midtown,3638
1/8/2025,North Avenue,3919
1/8/2025,North Springs,2187
1/8/2025,Oakland City,2106
1/8/2025,Peachtree Center,5540
1/8/2025,Sandy Springs,836
1/8/2025,Vine City,478
1/8/2025,West End,3004
1/8/2025,West Lake,352
1/9/2025,Airport,5767
1/9/2025,Arts Center,4125
1/9/2025,Ashby,901
1/9/2025,Avondale,1544
1/9/2025,Bankhead,402
1/9/2025,Brookhaven,1176
1/9/2025,Buckhead,1133
1/9/2025,Chamblee,2015
1/9/2025,Civic Center,1725
1/9/2025,College Park,5529
1/9/2025,Decatur,1628
1/9/2025,Dome/GWCC,576
1/9/2025,Doraville,2709
1/9/2025,Dunwoody,1503
1/9/2025,East Lake,471
1/9/2025,East Point,3133
1/9/2025,Edgewood/Candler Park,676
1/9/2025,Five Points,6542
1/9/2025,Garnett,917
1/9/2025,Georgia State,1529
1/9/2025,H. E. Holmes,3033
1/9/2025,Indian Creek,1913
1/9/2025,Inman Park,879
1/9/2025,Kensington,2485
1/9/2025,King Memorial,1003
1/9/2025,Lakewood/Ft McPherson,750
1/9/2025,Lenox,1037
1/9/2025,Lindbergh Center,5113
1/9/2025,Medical Center,711
1/9/2025,Midtown,3683
1/9/2025,North Avenue,3535
1/9/2025,North Springs,2280
1/9/2025,Oakland City,1777
1/9/2025,Peachtree Center,3838
1/9/2025,Sandy Springs,878
1/9/2025,Vine City,230
1/9/2025,West End,3243
1/9/2025,West Lake,367
1/10/2025,Airport,4160
1/10/2025,Arts Center,622
1/10/2025,Ashby,223
1/10/2025,Avondale,213
1/10/2025,Bankhead,402
1/10/2025,Brookhaven,416
1/10/2025,Buckhead,263
1/10/2025,Chamblee,509
1/10/2025,Civic Center,536
1/10/2025,College Park,1686
1/10/2025,Decatur,288
1/10/2025,Dome/GWCC,222
1/10/2025,Doraville,790
1/10/2025,Dunwoody,204
1/10/2025,East Lake,131
1/10/2025,East Point,533
1/10/2025,Edgewood/Candler Park,246
1/10/2025,Five Points,1016
1/10/2025,Garnett,506
1/10/2025,Georgia State,296
1/10/2025,H. E. Holmes,539
1/10/2025,Indian Creek,591
1/10/2025,Inman Park,331
1/10/2025,Kensington,681
1/10/2025,King Memorial,586
1/10/2025,Lakewood/Ft McPherson,283
1/10/2025,Lenox,372
1/10/2025,Lindbergh Center,1614
1/10/2025,Medical Center,280
1/10/2025,Midtown,734
1/10/2025,North Avenue,1063
1/10/2025,North Springs,461
1/10/2025,Oakland City,370
1/10/2025,Peachtree Center,1615
1/10/2025,Sandy Springs,281
1/10/2025,Vine City,113
1/10/2025,West End,1023
1/10/2025,West Lake,102
1/11/2025,Airport,3672
1/11/2025,Arts Center,1035
1/11/2025,Ashby,409
1/11/2025,Avondale,347
1/11/2025,Bankhead,249
1/11/2025,Brookhaven,382
1/11/2025,Buckhead,508
1/11/2025,Chamblee,560
1/11/2025,Civic Center,471
1/11/2025,College Park,1385
1/11/2025,Decatur,280
1/11/2025,Dome/GWCC,283
1/11/2025,Doraville,1104
1/11/2025,Dunwoody,397
1/11/2025,East Lake,170
1/11/2025,East Point,645
1/11/2025,Edgewood/Candler Park,165
1/11/2025,Five Points,1493
1/11/2025,Garnett,334
1/11/2025,Georgia State,234
1/11/2025,H. E. Holmes,559
1/11/2025,Indian Creek,621
1/11/2025,Inman Park,276
1/11/2025,Kensington,492
1/11/2025,King Memorial,314
1/11/2025,Lakewood/Ft McPherson,275
1/11/2025,Lenox,667
1/11/2025,Lindbergh Center,2025
1/11/2025,Medical Center,192
1/11/2025,Midtown,1633
1/11/2025,North Avenue,1511
1/11/2025,North Springs,536
1/11/2025,Oakland City,529
1/11/2025,Peachtree Center,1984
1/11/2025,Sandy Springs,326
1/11/2025,Vine City,384
1/11/2025,West End,817
1/11/2025,West Lake,97
1/12/2025,Airport,5429
1/12/2025,Arts Center,1740
1/12/2025,Ashby,494
1/12/2025,Avondale,468
1/12/2025,Bankhead,97
1/12/2025,Brookhaven,469
1/12/2025,Buckhead,546
1/12/2025,Chamblee,878
1/12/2025,Civic Center,600
1/12/2025,College Park,1738
1/12/2025,Decatur,425
1/12/2025,Dome/GWCC,821
1/12/2025,Doraville,1277
1/12/2025,Dunwoody,658
1/12/2025,East Lake,143
1/12/2025,East Point,1038
1/12/2025,Edgewood/Candler Park,219
1/12/2025,Five Points,2239
1/12/2025,Garnett,470
1/12/2025,Georgia State,353
1/12/2025,H. E. Holmes,855
1/12/2025,Indian Creek,858
1/12/2025,Inman Park,491
1/12/2025,Kensington,887
1/12/2025,King Memorial,536
1/12/2025,Lakewood/Ft McPherson,159
1/12/2025,Lenox,692
1/12/2025,Lindbergh Center,2302
1/12/2025,Medical Center,167
1/12/2025,Midtown,1531
1/12/2025,North Avenue,1230
1/12/2025,North Springs,725
1/12/2025,Oakland City,869
1/12/2025,Peachtree Center,2188
1/12/2025,Sandy Springs,303
1/12/2025,Vine City,310
1/12/2025,West End,1270
1/12/2025,West Lake,157
1/13/2025,Airport,7358
1/13/2025,Arts Center,4171
1/13/2025,Ashby,1196
1/13/2025,Avondale,1841
1/13/2025,Bankhead,692
1/13/2025,Brookhaven,1082
1/13/2025,Buckhead,1889
1/13/2025,Chamblee,2014
1/13/2025,Civic Center,1620
1/13/2025,College Park,5750
1/13/2025,Decatur,1667
1/13/2025,Dome/GWCC,487
1/13/2025,Doraville,3433
1/13/2025,Dunwoody,1757
1/13/2025,East Lake,647
1/13/2025,East Point,3346
1/13/2025,Edgewood/Candler Park,763
1/13/2025,Five Points,8274
1/13/2025,Garnett,1249
1/13/2025,Georgia State,3180
1/13/2025,H. E. Holmes,3048
1/13/2025,Indian Creek,2214
1/13/2025,Inman Park,1292
1/13/2025,Kensington,2758
1/13/2025,King Memorial,1162
1/13/2025,Lakewood/Ft McPherson,946
1/13/2025,Lenox,1411
1/13/2025,Lindbergh Center,5936
1/13/2025,Medical Center,812
1/13/2025,Midtown,3670
1/13/2025,North Avenue,3225
1/13/2025,North Springs,2426
1/13/2025,Oakland City,1834
1/13/2025,Peachtree Center,5776
1/13/2025,Sandy Springs,639
1/13/2025,Vine City,310
1/13/2025,West End,4101
1/13/2025,West Lake,575
1/14/2025,Airport,6096
1/14/2025,Arts Center,4937
1/14/2025,Ashby,1228
1/14/2025,Avondale,1920
1/14/2025,Bankhead,920
1/14/2025,Brookhaven,1279
1/14/2025,Buckhead,2321
1/14/2025,Chamblee,2477
1/14/2025,Civic Center,1916
1/14/2025,College Park,6199
1/14/2025,Decatur,1853
1/14/2025,Dome/GWCC,2050
1/14/2025,Doraville,3288
1/14/2025,Dunwoody,2013
1/14/2025,East Lake,647
1/14/2025,East Point,3482
1/14/2025,Edgewood/Candler Park,985
1/14/2025,Five Points,8375
1/14/2025,Garnett,920
1/14/2025,Georgia State,2875
1/14/2025,H. E. Holmes,3361
1/14/2025,Indian Creek,2392
1/14/2025,Inman Park,1652
1/14/2025,Kensington,3193
1/14/2025,King Memorial,1442
1/14/2025,Lakewood/Ft McPherson,1031
1/14/2025,Lenox,1594
1/14/2025,Lindbergh Center,6102
1/14/2025,Medical Center,1053
1/14/2025,Midtown,4175
1/14/2025,North Avenue,3801
1/14/2025,North Springs,2809
1/14/2025,Oakland City,1631
1/14/2025,Peachtree Center,7055
1/14/2025,Sandy Springs,1114
1/14/2025,Vine City,379
1/14/2025,West End,4588
1/14/2025,West Lake,688
1/15/2025,Airport,6747
1/15/2025,Arts Center,5040
1/15/2025,Ashby,930
1/15/2025,Avondale,1870
1/15/2025,Bankhead,983
1/15/2025,Brookhaven,1257
1/15/2025,Buckhead,2509
1/15/2025,Chamblee,2321
1/15/2025,Civic Center,2148
1/15/2025,College Park,6178
1/15/2025,Decatur,1896
1/15/2025,Dome/GWCC,441
1/15/2025,Doraville,3589
1/15/2025,Dunwoody,1940
1/15/2025,East Lake,597
1/15/2025,East Point,3541
1/15/2025,Edgewood/Candler Park,869
1/15/2025,Five Points,8877
1/15/2025,Garnett,1301
1/15/2025,Georgia State,3017
1/15/2025,H. E. Holmes,2935
1/15/2025,Indian Creek,2507
1/15/2025,Inman Park,1574
1/15/2025,Kensington,3022
1/15/2025,King Memorial,1311
1/15/2025,Lakewood/Ft McPherson,891
1/15/2025,Lenox,1610
1/15/2025,Lindbergh Center,6357
1/15/2025,Medical Center,1007
1/15/2025,Midtown,4375
1/15/2025,North Avenue,3460
1/15/2025,North Springs,2530
1/15/2025,Oakland City,1928
1/15/2025,Peachtree Center,7486
1/15/2025,Sandy Springs,989
1/15/2025,Vine City,402
1/15/2025,West End,3909
1/15/2025,West Lake,659
1/16/2025,Airport,4855
1/16/2025,Arts Center,5216
1/16/2025,Ashby,1059
1/16/2025,Avondale,1776
1/16/2025,Bankhead,933
1/16/2025,Brookhaven,1344
1/16/2025,Buckhead,1900
1/16/2025,Chamblee,2300
1/16/2025,Civic Center,2467
1/16/2025,College Park,6230
1/16/2025,Decatur,1824
1/16/2025,Dome/GWCC,562
1/16/2025,Doraville,3758
1/16/2025,Dunwoody,2251
1/16/2025,East Lake,536
1/16/2025,East Point,3471
1/16/2025,Edgewood/Candler Park,875
1/16/2025,Five Points,8220
1/16/2025,Garnett,1338
1/16/2025,Georgia State,3423
1/16/2025,H. E. Holmes,2999
1/16/2025,Indian Creek,2328
1/16/2025,Inman Park,1504
1/16/2025,Kensington,2710
1/16/2025,King Memorial,1400
1/16/2025,Lakewood/Ft McPherson,1034
1/16/2025,Lenox,1485
1/16/2025,Lindbergh Center,6122
1/16/2025,Medical Center,872
1/16/2025,Midtown,4403
1/16/2025,North Avenue,4113
1/16/2025,North Springs,2907
1/16/2025,Oakland City,1584
1/16/2025,Peachtree Center,8012
1/16/2025,Sandy Springs,864
1/16/2025,Vine City,625
1/16/2025,West End,3045
1/16/2025,West Lake,563
1/17/2025,Airport,9000
1/17/2025,Arts Center,4911
1/17/2025,Ashby,879
1/17/2025,Avondale,1696
1/17/2025,Bankhead,971
1/17/2025,Brookhaven,1501
1/17/2025,Buckhead,1594
1/17/2025,Chamblee,1892
1/17/2025,Civic Center,1993
1/17/2025,College Park,5882
1/17/2025,Decatur,1712
1/17/2025,Dome/GWCC,689
1/17/2025,Doraville,3867
1/17/2025,Dunwoody,1961
1/17/2025,East Lake,576
1/17/2025,East Point,3372
1/17/2025,Edgewood/Candler Park,646
1/17/2025,Five Points,7439
1/17/2025,Garnett,1321
1/17/2025,Georgia State,2029
1/17/2025,H. E. Holmes,3284
1/17/2025,Indian Creek,2137
1/17/2025,Inman Park,1374
1/17/2025,Kensington,2625
1/17/2025,King Memorial,1353
1/17/2025,Lakewood/Ft McPherson,852
1/17/2025,Lenox,1142
1/17/2025,Lindbergh Center,5691
1/17/2025,Medical Center,971
1/17/2025,Midtown,3810
1/17/2025,North Avenue,3481
1/17/2025,North Springs,2397
1/17/2025,Oakland City,1521
1/17/2025,Peachtree Center,6773
1/17/2025,Sandy Springs,826
1/17/2025,Vine City,648
1/17/2025,West End,2643
1/17/2025,West Lake,592
1/18/2025,Airport,5739
1/18/2025,Arts Center,2870
1/18/2025,Ashby,674
1/18/2025,Avondale,1140
1/18/2025,Bankhead,433
1/18/2025,Brookhaven,1035
1/18/2025,Buckhead,1077
1/18/2025,Chamblee,1293
1/18/2025,Civic Center,1012
1/18/2025,College Park,3875
1/18/2025,Decatur,966
1/18/2025,Dome/GWCC,2299
1/18/2025,Doraville,2294
1/18/2025,Dunwoody,1127
1/18/2025,East Lake,432
1/18/2025,East Point,1916
1/18/2025,Edgewood/Candler Park,443
1/18/2025,Five Points,4389
1/18/2025,Garnett,756
1/18/2025,Georgia State,513
1/18/2025,H. E. Holmes,2257
1/18/2025,Indian Creek,1284
1/18/2025,Inman Park,1064
1/18/2025,Kensington,1653
1/18/2025,King Memorial,692
1/18/2025,Lakewood/Ft McPherson,593
1/18/2025,Lenox,775
1/18/2025,Lindbergh Center,3969
1/18/2025,Medical Center,320
1/18/2025,Midtown,2565
1/18/2025,North Avenue,1736
1/18/2025,North Springs,1381
1/18/2025,Oakland City,1054
1/18/2025,Peachtree Center,4078
1/18/2025,Sandy Springs,428
1/18/2025,Vine City,761
1/18/2025,West End,2008
1/18/2025,West Lake,432
1/19/2025,Airport,6187
1/19/2025,Arts Center,2577
1/19/2025,Ashby,545
1/19/2025,Avondale,931
1/19/2025,Bankhead,278
1/19/2025,Brookhaven,835
1/19/2025,Buckhead,1120
1/19/2025,Chamblee,965
1/19/2025,Civic Center,761
1/19/2025,College Park,2994
1/19/2025,Decatur,768
1/19/2025,Dome/GWCC,2762
1/19/2025,Doraville,1794
1/19/2025,Dunwoody,977
1/19/2025,East Lake,415
1/19/2025,East Point,1558
1/19/2025,Edgewood/Candler Park,383
1/19/2025,Five Points,3559
1/19/2025,Garnett,713
1/19/2025,Georgia State,467
1/19/2025,H. E. Holmes,1674
1/19/2025,Indian Creek,925
1/19/2025,Inman Park,841
1/19/2025,Kensington,1328
1/19/2025,King Memorial,591
1/19/2025,Lakewood/Ft McPherson,501
1/19/2025,Lenox,689
1/19/2025,Lindbergh Center,3167
1/19/2025,Medical Center,238
1/19/2025,Midtown,2357
1/19/2025,North Avenue,1505
1/19/2025,North Springs,1147
1/19/2025,Oakland City,843
1/19/2025,Peachtree Center,3647
1/19/2025,Sandy Springs,408
1/19/2025,Vine City,645
1/19/2025,West End,1275
1/19/2025,West Lake,381
1/20/2025,Airport,7359
1/20/2025,Arts Center,3247
1/20/2025,Ashby,687
1/20/2025,Avondale,1117
1/20/2025,Bankhead,370
1/20/2025,Brookhaven,1155
1/20/2025,Buckhead,1940
1/20/2025,Chamblee,1394
1/20/2025,Civic Center,1199
1/20/2025,College Park,4234
1/20/2025,Decatur,1286
1/20/2025,Dome/GWCC,6368
1/20/2025,Doraville,2656
1/20/2025,Dunwoody,2220
1/20/2025,East Lake,507
1/20/2025,East Point,2161
1/20/2025,Edgewood/Candler Park,633
1/20/2025,Five Points,5769
1/20/2025,Garnett,501
1/20/2025,Georgia State,650
1/20/2025,H. E. Holmes,2520
1/20/2025,Indian Creek,1777
1/20/2025,Inman Park,1271
1/20/2025,Kensington,1880
1/20/2025,King Memorial,1004
1/20/2025,Lakewood/Ft McPherson,686
1/20/2025,Lenox,1109
1/20/2025,Lindbergh Center,3978
1/20/2025,Medical Center,609
1/20/2025,Midtown,3150
1/20/2025,North Avenue,2075
1/20/2025,North Springs,2239
1/20/2025,Oakland City,877
1/20/2025,Peachtree Center,4313
1/20/2025,Sandy Springs,759
1/20/2025,Vine City,5988
1/20/2025,West End,1333
1/20/2025,West Lake,505
1/21/2025,Airport,6956
1/21/2025,Arts Center,3371
1/21/2025,Ashby,686
1/21/2025,Avondale,1117
1/21/2025,Bankhead,482
1/21/2025,Brookhaven,1008
1/21/2025,Buckhead,1533
1/21/2025,Chamblee,1555
1/21/2025,Civic Center,1236
1/21/2025,College Park,3832
1/21/2025,Decatur,1142
1/21/2025,Dome/GWCC,313
1/21/2025,Doraville,2420
1/21/2025,Dunwoody,1001
1/21/2025,East Lake,281
1/21/2025,East Point,2022
1/21/2025,Edgewood/Candler Park,344
1/21/2025,Five Points,4940
1/21/2025,Garnett,589
1/21/2025,Georgia State,886
1/21/2025,H. E. Holmes,1979
1/21/2025,Indian Creek,714
1/21/2025,Inman Park,710
1/21/2025,Kensington,2038
1/21/2025,King Memorial,780
1/21/2025,Lakewood/Ft McPherson,810
1/21/2025,Lenox,1121
1/21/2025,Lindbergh Center,4153
1/21/2025,Medical Center,502
1/21/2025,Midtown,2361
1/21/2025,North Avenue,2915
1/21/2025,North Springs,1330
1/21/2025,Oakland City,791
1/21/2025,Peachtree Center,3416
1/21/2025,Sandy Springs,671
1/21/2025,Vine City,312
1/21/2025,West End,1785
1/21/2025,West Lake,365
1/22/2025,Airport,5034
1/22/2025,Arts Center,1730
1/22/2025,Ashby,273
1/22/2025,Avondale,306
1/22/2025,Bankhead,226
1/22/2025,Brookhaven,708
1/22/2025,Buckhead,743
1/22/2025,Chamblee,906
1/22/2025,Civic Center,688
1/22/2025,College Park,1169
1/22/2025,Decatur,398
1/22/2025,Dome/GWCC,1148
1/22/2025,Doraville,1161
1/22/2025,Dunwoody,566
1/22/2025,East Lake,149
1/22/2025,East Point,531
1/22/2025,Edgewood/Candler Park,230
1/22/2025,Five Points,2001
1/22/2025,Garnett,202
1/22/2025,Georgia State,346
1/22/2025,H. E. Holmes,742
1/22/2025,Indian Creek,1085
1/22/2025,Inman Park,264
1/22/2025,Kensington,400
1/22/2025,King Memorial,768
1/22/2025,Lakewood/Ft McPherson,165
1/22/2025,Lenox,777
1/22/2025,Lindbergh Center,2459
1/22/2025,Medical Center,247
1/22/2025,Midtown,1270
1/22/2025,North Avenue,1406
1/22/2025,North Springs,979
1/22/2025,Oakland City,615
1/22/2025,Peachtree Center,1712
1/22/2025,Sandy Springs,629
1/22/2025,Vine City,300
1/22/2025,West End,681
1/22/2025,West Lake,131
1/23/2025,Airport,6279
1/23/2025,Arts Center,3760
1/23/2025,Ashby,843
1/23/2025,Avondale,981
1/23/2025,Bankhead,570
1/23/2025,Brookhaven,1179
1/23/2025,Buckhead,1512
1/23/2025,Chamblee,1452
1/23/2025,Civic Center,1689
1/23/2025,College Park,3888
1/23/2025,Decatur,1159
1/23/2025,Dome/GWCC,1655
1/23/2025,Doraville,2840
1/23/2025,Dunwoody,1333
1/23/2025,East Lake,425
1/23/2025,East Point,2078
1/23/2025,Edgewood/Candler Park,581
1/23/2025,Five Points,5344
1/23/2025,Garnett,713
1/23/2025,Georgia State,1343
1/23/2025,H. E. Holmes,2220
1/23/2025,Indian Creek,1321
1/23/2025,Inman Park,800
1/23/2025,Kensington,1587
1/23/2025,King Memorial,1377
1/23/2025,Lakewood/Ft McPherson,715
1/23/2025,Lenox,1326
1/23/2025,Lindbergh Center,4568
1/23/2025,Medical Center,629
1/23/2025,Midtown,3042
1/23/2025,North Avenue,3285
1/23/2025,North Springs,2019
1/23/2025,Oakland City,1275
1/23/2025,Peachtree Center,4522
1/23/2025,Sandy Springs,779
1/23/2025,Vine City,439
1/23/2025,West End,1747
1/23/2025,West Lake,378
1/24/2025,Airport,6838
1/24/2025,Arts Center,4179
1/24/2025,Ashby,1020
1/24/2025,Avondale,1551
1/24/2025,Bankhead,653
1/24/2025,Brookhaven,1372
1/24/2025,Buckhead,1586
1/24/2025,Chamblee,2092
1/24/2025,Civic Center,1752
1/24/2025,College Park,5095
