Date,Station,Total trips
1/24/2023,Bankhead,868
1/24/2023,Brookhaven,1494
1/24/2023,Buckhead,2139
1/24/2023,Chamblee,2260
1/24/2023,Civic Center,2219
1/24/2023,College Park,5452
1/24/2023,Decatur,1690
1/24/2023,Dome/GWCC,1387
1/24/2023,Doraville,3657
1/24/2023,Dunwoody,2124
1/24/2023,East Lake,587
1/24/2023,East Point,3164
1/24/2023,Edgewood/Candler Park,665
1/24/2023,Five Points,7418
1/24/2023,Garnett,1471
1/24/2023,Georgia State,3099
1/24/2023,H. E. Holmes,3302
1/24/2023,Indian Creek,2347
1/24/2023,Inman Park,1160
1/24/2023,Kensington,2802
1/24/2023,King Memorial,1020
1/24/2023,Lakewood/Ft McPherson,1599
1/24/2023,Lenox,1540
1/24/2023,Lindbergh Center,5022
1/24/2023,Medical Center,828
1/24/2023,Midtown,3584
1/24/2023,North Avenue,3659
1/24/2023,North Springs,2450
1/24/2023,Oakland City,2330
1/24/2023,Peachtree Center,5680
1/24/2023,Sandy Springs,972
1/24/2023,Vine City,625
1/24/2023,West End,3545
1/24/2023,West Lake,690
1/25/2023,Airport,5761
1/25/2023,Arts Center,4249
1/25/2023,Ashby,1111
1/25/2023,Avondale,1622
1/25/2023,Bankhead,775
1/25/2023,Brookhaven,1408
1/25/2023,Buckhead,2199
1/25/2023,Chamblee,2158
1/25/2023,Civic Center,2095
1/25/2023,College Park,5229
1/25/2023,Decatur,1581
1/25/2023,Dome/GWCC,1549
1/25/2023,Doraville,3624
1/25/2023,Dunwoody,2226
1/25/2023,East Lake,583
1/25/2023,East Point,2923
1/25/2023,Edgewood/Candler Park,779
1/25/2023,Five Points,7144
1/25/2023,Garnett,1273
1/25/2023,Georgia State,3172
1/25/2023,H. E. Holmes,3056
1/25/2023,Indian Creek,2349
1/25/2023,Inman Park,1159
1/25/2023,Kensington,2843
1/25/2023,King Memorial,809
1/25/2023,Lakewood/Ft McPherson,1499
1/25/2023,Lenox,1654
1/25/2023,Lindbergh Center,5110
1/25/2023,Medical Center,840
1/25/2023,Midtown,3586
1/25/2023,North Avenue,3488
1/25/2023,North Springs,2441
1/25/2023,Oakland City,2149
1/25/2023,Peachtree Center,5773
1/25/2023,Sandy Springs,929
1/25/2023,Vine City,733
1/25/2023,West End,3601
1/25/2023,West Lake,806
1/26/2023,Airport,6556
1/26/2023,Arts Center,4395
1/26/2023,Ashby,1089
1/26/2023,Avondale,1633
1/26/2023,Bankhead,799
1/26/2023,Brookhaven,1297
1/26/2023,Buckhead,2465
1/26/2023,Chamblee,2360
1/26/2023,Civic Center,2130
1/26/2023,College Park,5434
1/26/2023,Decatur,1670
1/26/2023,Dome/GWCC,1107
1/26/2023,Doraville,3683
1/26/2023,Dunwoody,2076
1/26/2023,East Lake,579
1/26/2023,East Point,3572
1/26/2023,Edgewood/Candler Park,769
1/26/2023,Five Points,7055
1/26/2023,Garnett,1498
1/26/2023,Georgia State,3149
1/26/2023,H. E. Holmes,3252
1/26/2023,Indian Creek,2349
1/26/2023,Inman Park,1124
1/26/2023,Kensington,2910
1/26/2023,King Memorial,1029
1/26/2023,Lakewood/Ft McPherson,1594
1/26/2023,Lenox,1886
1/26/2023,Lindbergh Center,5233
1/26/2023,Medical Center,909
1/26/2023,Midtown,3947
1/26/2023,North Avenue,3595
1/26/2023,North Springs,2450
1/26/2023,Oakland City,2545
1/26/2023,Peachtree Center,6191
1/26/2023,Sandy Springs,976
1/26/2023,Vine City,858
1/26/2023,West End,3616
1/26/2023,West Lake,812
1/27/2023,Airport,6457
1/27/2023,Arts Center,3894
1/27/2023,Ashby,1023
1/27/2023,Avondale,1477
1/27/2023,Bankhead,770
1/27/2023,Brookhaven,1375
1/27/2023,Buckhead,1970
1/27/2023,Chamblee,2080
1/27/2023,Civic Center,2047
1/27/2023,College Park,5338
1/27/2023,Decatur,1687
1/27/2023,Dome/GWCC,492
1/27/2023,Doraville,3625
1/27/2023,Dunwoody,1531
1/27/2023,East Lake,438
1/27/2023,East Point,3464
1/27/2023,Edgewood/Candler Park,596
1/27/2023,Five Points,6354
1/27/2023,Garnett,1260
1/27/2023,Georgia State,2236
1/27/2023,H. E. Holmes,3113
1/27/2023,Indian Creek,2200
1/27/2023,Inman Park,1126
1/27/2023,Kensington,2592
1/27/2023,King Memorial,1207
1/27/2023,Lakewood/Ft McPherson,1411
1/27/2023,Lenox,1724
1/27/2023,Lindbergh Center,5188
1/27/2023,Medical Center,755
1/27/2023,Midtown,3482
1/27/2023,North Avenue,3274
1/27/2023,North Springs,2005
1/27/2023,Oakland City,2351
1/27/2023,Peachtree Center,4881
1/27/2023,Sandy Springs,727
1/27/2023,Vine City,678
1/27/2023,West End,3914
1/27/2023,West Lake,574
1/28/2023,Airport,4326
1/28/2023,Arts Center,2434
1/28/2023,Ashby,792
1/28/2023,Avondale,940
1/28/2023,Bankhead,374
1/28/2023,Brookhaven,982
1/28/2023,Buckhead,1054
1/28/2023,Chamblee,1181
1/28/2023,Civic Center,909
1/28/2023,College Park,3305
1/28/2023,Decatur,1001
1/28/2023,Dome/GWCC,2056
1/28/2023,Doraville,2228
1/28/2023,Dunwoody,1035
1/28/2023,East Lake,360
1/28/2023,East Point,2058
1/28/2023,Edgewood/Candler Park,418
1/28/2023,Five Points,3591
1/28/2023,Garnett,877
1/28/2023,Georgia State,881
1/28/2023,H. E. Holmes,2178
1/28/2023,Indian Creek,1357
1/28/2023,Inman Park,858
1/28/2023,Kensington,1652
1/28/2023,King Memorial,800
1/28/2023,Lakewood/Ft McPherson,865
1/28/2023,Lenox,1343
1/28/2023,Lindbergh Center,3447
1/28/2023,Medical Center,253
1/28/2023,Midtown,2441
1/28/2023,North Avenue,2077
1/28/2023,North Springs,1220
1/28/2023,Oakland City,1642
1/28/2023,Peachtree Center,2718
1/28/2023,Sandy Springs,390
1/28/2023,Vine City,404
1/28/2023,West End,2755
1/28/2023,West Lake,634
1/29/2023,Airport,4726
1/29/2023,Arts Center,1784
1/29/2023,Ashby,611
1/29/2023,Avondale,729
1/29/2023,Bankhead,303
1/29/2023,Brookhaven,839
1/29/2023,Buckhead,747
1/29/2023,Chamblee,988
1/29/2023,Civic Center,736
1/29/2023,College Park,2623
1/29/2023,Decatur,770
1/29/2023,Dome/GWCC,773
1/29/2023,Doraville,1604
1/29/2023,Dunwoody,698
1/29/2023,East Lake,286
1/29/2023,East Point,1854
1/29/2023,Edgewood/Candler Park,324
1/29/2023,Five Points,2269
1/29/2023,Garnett,1265
1/29/2023,Georgia State,558
1/29/2023,H. E. Holmes,1559
1/29/2023,Indian Creek,1050
1/29/2023,Inman Park,590
1/29/2023,Kensington,1263
1/29/2023,King Memorial,668
1/29/2023,Lakewood/Ft McPherson,803
1/29/2023,Lenox,772
1/29/2023,Lindbergh Center,2676
1/29/2023,Medical Center,184
1/29/2023,Midtown,1837
1/29/2023,North Avenue,1509
1/29/2023,North Springs,972
1/29/2023,Oakland City,1216
1/29/2023,Peachtree Center,2218
1/29/2023,Sandy Springs,302
1/29/2023,Vine City,244
1/29/2023,West End,2037
1/29/2023,West Lake,466
1/30/2023,Airport,6767
1/30/2023,Arts Center,3829
1/30/2023,Ashby,1003
1/30/2023,Avondale,1612
1/30/2023,Bankhead,679
1/30/2023,Brookhaven,1503
1/30/2023,Buckhead,1590
1/30/2023,Chamblee,2099
1/30/2023,Civic Center,2113
1/30/2023,College Park,5030
1/30/2023,Decatur,1527
1/30/2023,Dome/GWCC,292
1/30/2023,Doraville,3705
1/30/2023,Dunwoody,1503
1/30/2023,East Lake,521
1/30/2023,East Point,4004
1/30/2023,Edgewood/Candler Park,560
1/30/2023,Five Points,6517
1/30/2023,Garnett,1409
1/30/2023,Georgia State,3149
1/30/2023,H. E. Holmes,2783
1/30/2023,Indian Creek,2227
1/30/2023,Inman Park,1058
1/30/2023,Kensington,2812
1/30/2023,King Memorial,1141
1/30/2023,Lakewood/Ft McPherson,1433
1/30/2023,Lenox,1178
1/30/2023,Lindbergh Center,4686
1/30/2023,Medical Center,720
1/30/2023,Midtown,3130
1/30/2023,North Avenue,3042
1/30/2023,North Springs,2326
1/30/2023,Oakland City,2454
1/30/2023,Peachtree Center,4823
1/30/2023,Sandy Springs,779
1/30/2023,Vine City,570
1/30/2023,West End,3797
1/30/2023,West Lake,583
1/31/2023,Airport,5685
1/31/2023,Arts Center,4246
1/31/2023,Ashby,995
1/31/2023,Avondale,1556
1/31/2023,Bankhead,897
1/31/2023,Brookhaven,1463
1/31/2023,Buckhead,1982
1/31/2023,Chamblee,2325
1/31/2023,Civic Center,2047
1/31/2023,College Park,5356
1/31/2023,Decatur,1732
1/31/2023,Dome/GWCC,490
1/31/2023,Doraville,3604
1/31/2023,Dunwoody,1740
1/31/2023,East Lake,571
1/31/2023,East Point,3716
1/31/2023,Edgewood/Candler Park,739
1/31/2023,Five Points,7029
1/31/2023,Garnett,1385
1/31/2023,Georgia State,3213
1/31/2023,H. E. Holmes,3155
1/31/2023,Indian Creek,2445
1/31/2023,Inman Park,1165
1/31/2023,Kensington,2930
1/31/2023,King Memorial,1000
1/31/2023,Lakewood/Ft McPherson,1550
1/31/2023,Lenox,1284
1/31/2023,Lindbergh Center,4932
1/31/2023,Medical Center,840
1/31/2023,Midtown,3629
1/31/2023,North Avenue,3443
1/31/2023,North Springs,2605
1/31/2023,Oakland City,2649
1/31/2023,Peachtree Center,5419
1/31/2023,Sandy Springs,1012
1/31/2023,Vine City,579
1/31/2023,West End,3476
1/31/2023,West Lake,749
2/1/2023,Airport,6425
2/1/2023,Arts Center,4449
2/1/2023,Ashby,1128
2/1/2023,Avondale,1677
2/1/2023,Bankhead,841
2/1/2023,Brookhaven,1537
2/1/2023,Buckhead,2048
2/1/2023,Chamblee,2362
2/1/2023,Civic Center,2501
2/1/2023,College Park,5634
2/1/2023,Decatur,1790
2/1/2023,Dome/GWCC,544
2/1/2023,Doraville,3792
2/1/2023,Dunwoody,1781
2/1/2023,East Lake,594
2/1/2023,East Point,3550
2/1/2023,Edgewood/Candler Park,803
2/1/2023,Five Points,7489
2/1/2023,Garnett,1271
2/1/2023,Georgia State,3230
2/1/2023,H. E. Holmes,3452
2/1/2023,Indian Creek,2504
2/1/2023,Inman Park,1164
2/1/2023,Kensington,3020
2/1/2023,King Memorial,1128
2/1/2023,Lakewood/Ft McPherson,1671
2/1/2023,Lenox,1435
2/1/2023,Lindbergh Center,5448
2/1/2023,Medical Center,806
2/1/2023,Midtown,3752
2/1/2023,North Avenue,3733
2/1/2023,North Springs,2575
2/1/2023,Oakland City,2544
2/1/2023,Peachtree Center,6540
2/1/2023,Sandy Springs,924
2/1/2023,Vine City,648
2/1/2023,West End,3658
2/1/2023,West Lake,646
2/2/2023,Airport,6171
2/2/2023,Arts Center,4018
2/2/2023,Ashby,887
2/2/2023,Avondale,1575
2/2/2023,Bankhead,708
2/2/2023,Brookhaven,1512
2/2/2023,Buckhead,1826
2/2/2023,Chamblee,2189
2/2/2023,Civic Center,2110
2/2/2023,College Park,5460
2/2/2023,Decatur,1664
2/2/2023,Dome/GWCC,583
2/2/2023,Doraville,3748
2/2/2023,Dunwoody,1648
2/2/2023,East Lake,502
2/2/2023,East Point,4058
2/2/2023,Edgewood/Candler Park,573
2/2/2023,Five Points,6068
2/2/2023,Garnett,1340
2/2/2023,Georgia State,2891
2/2/2023,H. E. Holmes,3000
2/2/2023,Indian Creek,2293
2/2/2023,Inman Park,966
2/2/2023,Kensington,2936
2/2/2023,King Memorial,1015
2/2/2023,Lakewood/Ft McPherson,1505
2/2/2023,Lenox,1305
2/2/2023,Lindbergh Center,5065
2/2/2023,Medical Center,777
2/2/2023,Midtown,3628
2/2/2023,North Avenue,3374
2/2/2023,North Springs,2413
2/2/2023,Oakland City,2476
2/2/2023,Peachtree Center,5275
2/2/2023,Sandy Springs,878
2/2/2023,Vine City,563
2/2/2023,West End,3530
2/2/2023,West Lake,738
2/3/2023,Airport,6386
2/3/2023,Arts Center,4276
2/3/2023,Ashby,1185
2/3/2023,Avondale,1571
2/3/2023,Bankhead,776
2/3/2023,Brookhaven,1561
2/3/2023,Buckhead,1559
2/3/2023,Chamblee,2196
2/3/2023,Civic Center,1996
2/3/2023,College Park,5426
2/3/2023,Decatur,1903
2/3/2023,Dome/GWCC,2455
2/3/2023,Doraville,3561
2/3/2023,Dunwoody,1636
2/3/2023,East Lake,674
2/3/2023,East Point,4240
2/3/2023,Edgewood/Candler Park,698
2/3/2023,Five Points,7119
2/3/2023,Garnett,1381
2/3/2023,Georgia State,2401
2/3/2023,H. E. Holmes,3389
2/3/2023,Indian Creek,2270
2/3/2023,Inman Park,1346
2/3/2023,Kensington,2825
2/3/2023,King Memorial,1194
2/3/2023,Lakewood/Ft McPherson,1489
2/3/2023,Lenox,1495
2/3/2023,Lindbergh Center,5413
2/3/2023,Medical Center,661
2/3/2023,Midtown,3601
2/3/2023,North Avenue,3738
2/3/2023,North Springs,2268
2/3/2023,Oakland City,2117
2/3/2023,Peachtree Center,5852
2/3/2023,Sandy Springs,877
2/3/2023,Vine City,616
2/3/2023,West End,3583
2/3/2023,West Lake,773
2/4/2023,Airport,4785
2/4/2023,Arts Center,2405
2/4/2023,Ashby,850
2/4/2023,Avondale,1028
2/4/2023,Bankhead,400
2/4/2023,Brookhaven,909
2/4/2023,Buckhead,905
2/4/2023,Chamblee,1249
2/4/2023,Civic Center,1050
2/4/2023,College Park,3714
2/4/2023,Decatur,1000
2/4/2023,Dome/GWCC,2976
2/4/2023,Doraville,2256
2/4/2023,Dunwoody,1060
2/4/2023,East Lake,367
2/4/2023,East Point,2515
2/4/2023,Edgewood/Candler Park,328
2/4/2023,Five Points,3598
2/4/2023,Garnett,819
2/4/2023,Georgia State,833
2/4/2023,H. E. Holmes,2719
2/4/2023,Indian Creek,1788
2/4/2023,Inman Park,888
2/4/2023,Kensington,1834
2/4/2023,King Memorial,682
2/4/2023,Lakewood/Ft McPherson,940
2/4/2023,Lenox,1078
2/4/2023,Lindbergh Center,3250
2/4/2023,Medical Center,222
2/4/2023,Midtown,2290
2/4/2023,North Avenue,2109
2/4/2023,North Springs,1231
2/4/2023,Oakland City,1445
2/4/2023,Peachtree Center,2671
2/4/2023,Sandy Springs,409
2/4/2023,Vine City,2384
2/4/2023,West End,2632
2/4/2023,West Lake,584
2/5/2023,Airport,5607
2/5/2023,Arts Center,1984
2/5/2023,Ashby,626
2/5/2023,Avondale,782
2/5/2023,Bankhead,300
2/5/2023,Brookhaven,781
2/5/2023,Buckhead,814
2/5/2023,Chamblee,1019
2/5/2023,Civic Center,863
2/5/2023,College Park,2885
2/5/2023,Decatur,873
2/5/2023,Dome/GWCC,599
2/5/2023,Doraville,1610
2/5/2023,Dunwoody,854
2/5/2023,East Lake,301
2/5/2023,East Point,1956
2/5/2023,Edgewood/Candler Park,243
2/5/2023,Five Points,2860
2/5/2023,Garnett,723
2/5/2023,Georgia State,678
2/5/2023,H. E. Holmes,2058
2/5/2023,Indian Creek,1129
2/5/2023,Inman Park,663
2/5/2023,Kensington,1333
2/5/2023,King Memorial,491
2/5/2023,Lakewood/Ft McPherson,774
2/5/2023,Lenox,944
2/5/2023,Lindbergh Center,2869
2/5/2023,Medical Center,216
2/5/2023,Midtown,1903
2/5/2023,North Avenue,1692
2/5/2023,North Springs,1015
2/5/2023,Oakland City,1223
2/5/2023,Peachtree Center,2454
2/5/2023,Sandy Springs,315
2/5/2023,Vine City,269
2/5/2023,West End,2049
2/5/2023,West Lake,392
2/6/2023,Airport,6498
2/6/2023,Arts Center,4042
2/6/2023,Ashby,1145
2/6/2023,Avondale,1507
2/6/2023,Bankhead,991
2/6/2023,Brookhaven,1438
2/6/2023,Buckhead,1866
2/6/2023,Chamblee,2168
2/6/2023,Civic Center,2061
2/6/2023,College Park,5478
2/6/2023,Decatur,1846
2/6/2023,Dome/GWCC,1325
2/6/2023,Doraville,3893
2/6/2023,Dunwoody,1861
2/6/2023,East Lake,593
2/6/2023,East Point,4157
2/6/2023,Edgewood/Candler Park,578
2/6/2023,Five Points,6838
2/6/2023,Garnett,1370
2/6/2023,Georgia State,3181
2/6/2023,H. E. Holmes,3263
2/6/2023,Indian Creek,2405
2/6/2023,Inman Park,1118
2/6/2023,Kensington,2982
2/6/2023,King Memorial,1053
2/6/2023,Lakewood/Ft McPherson,1584
2/6/2023,Lenox,1464
2/6/2023,Lindbergh Center,5127
2/6/2023,Medical Center,757
2/6/2023,Midtown,3498
2/6/2023,North Avenue,3233
2/6/2023,North Springs,2411
2/6/2023,Oakland City,2567
2/6/2023,Peachtree Center,5632
2/6/2023,Sandy Springs,860
2/6/2023,Vine City,708
2/6/2023,West End,3677
2/6/2023,West Lake,822
2/7/2023,Airport,5884
2/7/2023,Arts Center,4375
2/7/2023,Ashby,1101
2/7/2023,Avondale,1760
2/7/2023,Bankhead,992
2/7/2023,Brookhaven,1510
2/7/2023,Buckhead,2272
2/7/2023,Chamblee,2168
2/7/2023,Civic Center,2158
2/7/2023,College Park,5602
2/7/2023,Decatur,1859
2/7/2023,Dome/GWCC,2432
2/7/2023,Doraville,3964
2/7/2023,Dunwoody,1906
2/7/2023,East Lake,688
2/7/2023,East Point,4079
2/7/2023,Edgewood/Candler Park,528
2/7/2023,Five Points,6928
2/7/2023,Garnett,1594
2/7/2023,Georgia State,3393
2/7/2023,H. E. Holmes,3392
2/7/2023,Indian Creek,2463
2/7/2023,Inman Park,1265
2/7/2023,Kensington,3118
2/7/2023,King Memorial,1140
2/7/2023,Lakewood/Ft McPherson,1665
2/7/2023,Lenox,1667
2/7/2023,Lindbergh Center,5489
2/7/2023,Medical Center,821
2/7/2023,Midtown,4052
2/7/2023,North Avenue,3613
2/7/2023,North Springs,2734
2/7/2023,Oakland City,2588
2/7/2023,Peachtree Center,5589
2/7/2023,Sandy Springs,1040
2/7/2023,Vine City,784
2/7/2023,West End,3715
2/7/2023,West Lake,947
2/8/2023,Airport,6126
2/8/2023,Arts Center,4621
2/8/2023,Ashby,950
2/8/2023,Avondale,1605
2/8/2023,Bankhead,876
2/8/2023,Brookhaven,1556
2/8/2023,Buckhead,2367
2/8/2023,Chamblee,2396
2/8/2023,Civic Center,2162
2/8/2023,College Park,5878
2/8/2023,Decatur,2136
2/8/2023,Dome/GWCC,1208
2/8/2023,Doraville,3946
2/8/2023,Dunwoody,1862
2/8/2023,East Lake,640
2/8/2023,East Point,4351
2/8/2023,Edgewood/Candler Park,660
2/8/2023,Five Points,7920
2/8/2023,Garnett,1404
2/8/2023,Georgia State,2742
2/8/2023,H. E. Holmes,2909
2/8/2023,Indian Creek,2413
2/8/2023,Inman Park,1254
2/8/2023,Kensington,3196
2/8/2023,King Memorial,1099
2/8/2023,Lakewood/Ft McPherson,1650
2/8/2023,Lenox,1504
2/8/2023,Lindbergh Center,5503
2/8/2023,Medical Center,897
2/8/2023,Midtown,4180
2/8/2023,North Avenue,3698
2/8/2023,North Springs,2545
2/8/2023,Oakland City,2349
2/8/2023,Peachtree Center,5667
2/8/2023,Sandy Springs,972
2/8/2023,Vine City,673
2/8/2023,West End,3869
2/8/2023,West Lake,948
2/9/2023,Airport,6063
2/9/2023,Arts Center,4420
2/9/2023,Ashby,1124
2/9/2023,Avondale,2030
2/9/2023,Bankhead,847
2/9/2023,Brookhaven,1630
2/9/2023,Buckhead,2049
2/9/2023,Chamblee,2139
2/9/2023,Civic Center,2180
2/9/2023,College Park,5455
2/9/2023,Decatur,2203
2/9/2023,Dome/GWCC,1663
2/9/2023,Doraville,3918
2/9/2023,Dunwoody,1861
2/9/2023,East Lake,656
2/9/2023,East Point,4252
2/9/2023,Edgewood/Candler Park,713
2/9/2023,Five Points,7270
2/9/2023,Garnett,1387
2/9/2023,Georgia State,2609
2/9/2023,H. E. Holmes,3548
2/9/2023,Indian Creek,2522
2/9/2023,Inman Park,1179
2/9/2023,Kensington,3204
2/9/2023,King Memorial,1051
2/9/2023,Lakewood/Ft McPherson,1544
2/9/2023,Lenox,1534
2/9/2023,Lindbergh Center,5391
2/9/2023,Medical Center,826
2/9/2023,Midtown,3978
2/9/2023,North Avenue,3333
2/9/2023,North Springs,2481
2/9/2023,Oakland City,2519
2/9/2023,Peachtree Center,5489
2/9/2023,Sandy Springs,1086
2/9/2023,Vine City,745
2/9/2023,West End,3549
2/9/2023,West Lake,719
2/10/2023,Airport,6334
2/10/2023,Arts Center,4131
2/10/2023,Ashby,1061
2/10/2023,Avondale,1457
2/10/2023,Bankhead,726
2/10/2023,Brookhaven,1427
2/10/2023,Buckhead,1656
2/10/2023,Chamblee,2063
2/10/2023,Civic Center,2022
2/10/2023,College Park,5383
2/10/2023,Decatur,1982
2/10/2023,Dome/GWCC,430
2/10/2023,Doraville,3314
2/10/2023,Dunwoody,1629
2/10/2023,East Lake,543
2/10/2023,East Point,4268
2/10/2023,Edgewood/Candler Park,544
2/10/2023,Five Points,6479
2/10/2023,Garnett,1447
2/10/2023,Georgia State,2200
2/10/2023,H. E. Holmes,3129
2/10/2023,Indian Creek,2264
2/10/2023,Inman Park,1121
2/10/2023,Kensington,2905
2/10/2023,King Memorial,899
2/10/2023,Lakewood/Ft McPherson,1590
2/10/2023,Lenox,1430
2/10/2023,Lindbergh Center,5132
2/10/2023,Medical Center,759
2/10/2023,Midtown,3719
2/10/2023,North Avenue,3479
2/10/2023,North Springs,2195
2/10/2023,Oakland City,2605
2/10/2023,Peachtree Center,4857
2/10/2023,Sandy Springs,834
2/10/2023,Vine City,676
2/10/2023,West End,3823
2/10/2023,West Lake,1054
2/11/2023,Airport,4412
2/11/2023,Arts Center,2280
2/11/2023,Ashby,1088
2/11/2023,Avondale,1010
2/11/2023,Bankhead,345
2/11/2023,Brookhaven,811
2/11/2023,Buckhead,823
2/11/2023,Chamblee,970
2/11/2023,Civic Center,974
2/11/2023,College Park,3218
2/11/2023,Decatur,880
2/11/2023,Dome/GWCC,1697
2/11/2023,Doraville,2272
2/11/2023,Dunwoody,1057
2/11/2023,East Lake,271
2/11/2023,East Point,2378
2/11/2023,Edgewood/Candler Park,311
2/11/2023,Five Points,3546
2/11/2023,Garnett,750
2/11/2023,Georgia State,1029
2/11/2023,H. E. Holmes,2331
2/11/2023,Indian Creek,1376
2/11/2023,Inman Park,737
2/11/2023,Kensington,1614
2/11/2023,King Memorial,626
2/11/2023,Lakewood/Ft McPherson,780
2/11/2023,Lenox,1012
2/11/2023,Lindbergh Center,3344
2/11/2023,Medical Center,205
2/11/2023,Midtown,1956
2/11/2023,North Avenue,1900
2/11/2023,North Springs,1220
2/11/2023,Oakland City,1569
2/11/2023,Peachtree Center,2350
2/11/2023,Sandy Springs,340
2/11/2023,Vine City,315
2/11/2023,West End,2194
2/11/2023,West Lake,864
2/12/2023,Airport,4685
2/12/2023,Arts Center,1931
2/12/2023,Ashby,714
2/12/2023,Avondale,764
2/12/2023,Bankhead,278
2/12/2023,Brookhaven,733
2/12/2023,Buckhead,613
2/12/2023,Chamblee,1008
2/12/2023,Civic Center,644
2/12/2023,College Park,2691
2/12/2023,Decatur,1055
2/12/2023,Dome/GWCC,273
2/12/2023,Doraville,1561
2/12/2023,Dunwoody,955
2/12/2023,East Lake,290
2/12/2023,East Point,1787
2/12/2023,Edgewood/Candler Park,186
2/12/2023,Five Points,2116
2/12/2023,Garnett,650
2/12/2023,Georgia State,680
2/12/2023,H. E. Holmes,1347
2/12/2023,Indian Creek,1041
2/12/2023,Inman Park,543
2/12/2023,Kensington,1370
2/12/2023,King Memorial,528
2/12/2023,Lakewood/Ft McPherson,662
2/12/2023,Lenox,703
2/12/2023,Lindbergh Center,2550
2/12/2023,Medical Center,154
2/12/2023,Midtown,1575
2/12/2023,North Avenue,1342
2/12/2023,North Springs,826
2/12/2023,Oakland City,1259
2/12/2023,Peachtree Center,1912
2/12/2023,Sandy Springs,317
2/12/2023,Vine City,228
2/12/2023,West End,1667
2/12/2023,West Lake,743
2/13/2023,Airport,5676
2/13/2023,Arts Center,3848
2/13/2023,Ashby,1102
2/13/2023,Avondale,1593
2/13/2023,Bankhead,614
2/13/2023,Brookhaven,1385
2/13/2023,Buckhead,1585
2/13/2023,Chamblee,1958
2/13/2023,Civic Center,1688
2/13/2023,College Park,5030
2/13/2023,Decatur,1487
2/13/2023,Dome/GWCC,353
2/13/2023,Doraville,3450
2/13/2023,Dunwoody,1456
2/13/2023,East Lake,760
2/13/2023,East Point,4137
2/13/2023,Edgewood/Candler Park,686
2/13/2023,Five Points,6945
2/13/2023,Garnett,1421
2/13/2023,Georgia State,3406
2/13/2023,H. E. Holmes,3421
2/13/2023,Indian Creek,2319
2/13/2023,Inman Park,1141
2/13/2023,Kensington,2900
2/13/2023,King Memorial,1228
2/13/2023,Lakewood/Ft McPherson,1458
2/13/2023,Lenox,1391
2/13/2023,Lindbergh Center,4970
2/13/2023,Medical Center,692
2/13/2023,Midtown,3441
2/13/2023,North Avenue,3074
2/13/2023,North Springs,2388
2/13/2023,Oakland City,2278
2/13/2023,Peachtree Center,4837
2/13/2023,Sandy Springs,875
2/13/2023,Vine City,570
2/13/2023,West End,3820
2/13/2023,West Lake,725
2/14/2023,Airport,5731
2/14/2023,Arts Center,4346
2/14/2023,Ashby,711
2/14/2023,Avondale,1930
2/14/2023,Bankhead,533
2/14/2023,Brookhaven,1409
2/14/2023,Buckhead,1814
2/14/2023,Chamblee,1938
2/14/2023,Civic Center,2209
2/14/2023,College Park,5579
2/14/2023,Decatur,1587
2/14/2023,Dome/GWCC,1443
2/14/2023,Doraville,3668
2/14/2023,Dunwoody,1733
2/14/2023,East Lake,441
2/14/2023,East Point,4236
2/14/2023,Edgewood/Candler Park,800
2/14/2023,Five Points,7472
2/14/2023,Garnett,1540
2/14/2023,Georgia State,2877
2/14/2023,H. E. Holmes,3428
2/14/2023,Indian Creek,2488
2/14/2023,Inman Park,1282
2/14/2023,Kensington,3175
2/14/2023,King Memorial,1108
2/14/2023,Lakewood/Ft McPherson,1441
2/14/2023,Lenox,1527
2/14/2023,Lindbergh Center,5355
2/14/2023,Medical Center,821
2/14/2023,Midtown,3806
2/14/2023,North Avenue,3491
2/14/2023,North Springs,2536
2/14/2023,Oakland City,2372
2/14/2023,Peachtree Center,5655
2/14/2023,Sandy Springs,893
2/14/2023,Vine City,628
2/14/2023,West End,4157
2/14/2023,West Lake,911
2/15/2023,Airport,6042
2/15/2023,Arts Center,4471
2/15/2023,Ashby,1038
2/15/2023,Avondale,1924
2/15/2023,Bankhead,519
2/15/2023,Brookhaven,1886
2/15/2023,Buckhead,2135
2/15/2023,Chamblee,2478
2/15/2023,Civic Center,2037
2/15/2023,College Park,5893
2/15/2023,Decatur,1749
2/15/2023,Dome/GWCC,3704
2/15/2023,Doraville,4353
2/15/2023,Dunwoody,1996
2/15/2023,East Lake,996
2/15/2023,East Point,4380
2/15/2023,Edgewood/Candler Park,1074
2/15/2023,Five Points,7346
2/15/2023,Garnett,1396
2/15/2023,Georgia State,3428
2/15/2023,H. E. Holmes,4033
2/15/2023,Indian Creek,2662
2/15/2023,Inman Park,1561
